id,gender,first_name,middle_name,last_name,nickname,ssn,sexual_orientation,age,generation,date_of_birth,time_of_birth,date_of_death,hair_color,hair_type,eye_color,height,weight,blood_type_allele,mannerisms,positive_traits,neutral_traits,negative_traits,phone_number,email,passport,drivers_license,home,vehicle,bank_account,pet,marital_status,spouse,maiden_name,children,siblings,parent_a,parent_b,employer,role,salary,work_days,work_hours,patron_of,list_of_family,is_alive,parents,can_work,can_marry,is_working,age_group,full_name,name,title,gender_abbr,desired_gender,body_mass_index,format_weight,format_height,years_lived,blood_type
Pe4f2,Female,Laura,Lauren,Calhoun,Ren,665-83-5908,Heterosexual,35,1,2064-02-09,08:12 AM,,Black,Straight,Hazel,65.9,160.7,AODD,Compulsively scratches nose,"Enthusiastic, Scholarly, Inoffensive",Stern,"Criminal, Impractical, Puritanical",(352) 988-8187,Personal: laurabrown@kcloud.com,Passport: W11282498 - Exp: Nov 2102,Driver's License: O08YPDG4 - Exp: Apr 2103,"Residence (val:2/size:4): 60 Denville Road - Apartment 1007, Baxter Center, Dumphrey - 00000","White 2006 Chrysler PT Cruiser - Wagon, Convertible - 75Q Y38",Bank Account (530276178): $0.95,"Animal(name='Kiki', animal_type='Cat', breed='Burmilla', age=3, gender='Female')",Married,Michael Jared Calhoun (2068 -  ),Brown,"[P875b, P03d5]",[P06dc],Carlos Johnathan Brown (2041 - 2100),Elizabeth Maria Brown (2048 - 2100),,Unemployed,0,[],[],[],"[P9acb, Pc19e, P2d82, P875b, P03d5, P06dc]",True,Carlos Brown and Elizabeth Brown,True,True,False,Late Young Adult,Laura Lauren Calhoun,Ren Calhoun,Mrs.,F,Male,26.0,161 lbs,"5' 6""",2064 -  ,A+
P06dc,Male,David,Taylor,Brown,Day,757-76-0136,Heterosexual,37,1,2062-08-14,03:01 PM,,Black,Wavy,Blue,75.7,126.2,OADD,Stops to listen to all street musicians,"Simple, Contemplative, Youthful",Maternal,"Extreme, Impatient, Crazy",(799) 769-2299,Personal: davidbrown@kmail.com,Passport: K92367377 - Exp: Dec 2102,Driver's License: G78JSVV1 - Exp: Jul 2100,"Residence (val:6/size:7): 200 North Route 66 - Unit 301, Baxter Center, Dumphrey - 00000","Blue 2003 Saturn L-Series - Sedan, Wagon - UWN H75","Bank Account (864839191): $14,016.29","Animal(name='Pete', animal_type='Dog', breed='Dogue de Bordeaux', age=3, gender='Female')",Single,,,[],[Pe4f2],Carlos Johnathan Brown (2041 - 2100),Elizabeth Maria Brown (2048 - 2100),,Unemployed,0,[],[],[],"[P9acb, Pc19e, Pe4f2]",True,Carlos Brown and Elizabeth Brown,True,True,False,Late Young Adult,David Taylor Brown,Day Brown,Mr.,M,Female,15.5,126 lbs,"6' 4""",2062 -  ,O+
Pcc47,Male,Michael,Justin,Hayes,Justus,407-88-2583,Bisexual,24,1,2075-03-09,04:59 AM,2100-01-01,Black,Flowing,Hazel,73.0,166.1,BAdD,Speaks softly,"Adventurous, Colorful, Creative",Dreamy,"Delicate, Disturbing, Meddlesome",(792) 614-4557,Personal: michaelhayes39@free.net,Passport: X76610712 - Exp: Nov 2106,Driver's License: A74CQGJ1 - Exp: Jul 2105,"Residence (val:2/size:4): 45 Greenaway Road - Apartment 801, Baxter Center, Dumphrey - 00000",Gray 2016 MINI Paceman - Hatchback - 96V C43,"Bank Account (632836365): $42,877.68","Animal(name='Daisy', animal_type='Cat', breed='Ukrainian Levkoy', age=3, gender='Male')",Single,,,[],[],Deanna Emily Hayes (2044 - 2100),Douglas Anthony Hayes (2049 - 2100),,Unemployed,0,[],[],[],"[P7b24, Peaa6]",False,Emmy Hayes and Douglas Hayes,True,True,False,Early Young Adult (Deceased),Michael Justin Hayes,Justus Hayes,Mr.,M,Female,21.9,166 lbs,"6' 1""",2075 - 2100,B+
Pc5c3,Male,Jonathon,Daniel,Bryant,,624-39-6408,Heterosexual,23,1,2076-07-30,07:34 PM,,Brown,Frizzy,Brown,64.7,157.0,BBDD,Stands too close to others,"Insouciant, Profound, Elegant",Familial,"Mannerless, Critical, Unreliable",(164) 708-7268,Personal: jbryant719@kcloud.com,Passport: Z97113884 - Exp: Jul 2106,Driver's License: U79WIKT8 - Exp: Jan 2103,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 408, Baxter Center, Dumphrey - 00000",,"Bank Account (971869189): $10,038.01","Animal(name='Capone', animal_type='Dog', breed='Berner Laufhund', age=3, gender='Female')",Married,Elizabeth Michelle Bryant (2077 -  ),,"[P478e, P0971, Pf4e9]","[P9165, P0b55]",Tina Jessica Bryant (2042 - 2100),Laura Bryant (2042 - 2099),,Unemployed,0,[],[],[],"[P9895, P91a5, P9ff6, P478e, P0971, Pf4e9, P9165, P0b55]",True,Jess Bryant and Laura Bryant,True,True,False,Early Young Adult,Jonathon Daniel Bryant,Jonathon Bryant,Mr.,M,Female,26.4,157 lbs,"5' 5""",2076 -  ,B+
P9165,Female,Mary,Susan,Phillips,Hannah,856-56-3830,Heterosexual,27,1,2072-11-04,02:14 PM,,Black,Touseled,Amber,65.5,148.5,OODD,Flexing fingers,"Realistic, Courageous, Strong",Unchanging,"Selfish, Coarse, Malicious",(399) 129-8514,Personal: marybryant72@kcloud.com,Passport: K15233355 - Exp: Nov 2109,Driver's License: Y26EAHH2 - Exp: Apr 2100,"Residence (val:3/size:19): 15 East Maple Street - Apartment 502, Baxter Center, Dumphrey - 00000","White 2006 HUMMER H2 - SUV, Pickup - WTJ 998","Bank Account (549784000): $21,138.77",,Married,Anthony Jason Phillips (2061 - 2100),Bryant,[P980a],"[Pc5c3, P0b55]",Tina Jessica Bryant (2042 - 2100),Laura Bryant (2042 - 2099),,Unemployed,0,[],[],[],"[P9895, P91a5, P4ea6, P980a, Pc5c3, P0b55]",True,Jess Bryant and Laura Bryant,True,True,False,Early Young Adult,Mary Susan Phillips,Hannah Phillips,Mrs.,F,Male,24.3,148 lbs,"5' 6""",2072 -  ,O+
P0b55,Female,Elizabeth,,Phillips,Liza,427-86-2408,Heterosexual,33,1,2066-11-19,07:46 PM,,Blonde,Frizzy,Brown,69.3,147.1,OODD,Is wide-eyed and intense,"Dignified, Rustic, Idealistic",Neutral,"Inconsiderate, Pedantic, Disorderly",(382) 578-4623,Personal: elizabethbryant@yakoo.com,Passport: T25481136 - Exp: Dec 2102,Driver's License: A10LWSJ1 - Exp: Dec 2099,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 303, Baxter Center, Dumphrey - 00000",,Bank Account (530456292): $3.34,"Animal(name='Hugo', animal_type='Dog', breed='German Longhaired Pointer', age=1, gender='Male')",Married,Carl Andrew Phillips (2063 -  ),Bryant,[P3251],"[Pc5c3, P9165]",Tina Jessica Bryant (2042 - 2100),Laura Bryant (2042 - 2099),,Unemployed,0,[],[],[],"[P9895, P91a5, P335d, P3251, Pc5c3, P9165]",True,Jess Bryant and Laura Bryant,True,True,False,Late Young Adult,Elizabeth Phillips,Liza Phillips,Mrs.,F,Male,21.5,147 lbs,"5' 9""",2066 -  ,O+
P9d5f,Female,Renee,Diane,Green,Dicey,437-06-6575,Homosexual,38,1,2061-01-10,11:27 PM,,Brown,Flowing,Blue,68.6,127.8,OODd,Doodles absentmindedly,"Agreeable, Challenging, Painstaking",Effeminate,"Unrealistic, Troublesome, Ignorant",(757) 911-4566,Personal: rgreen@kmail.com,Passport: F93053378 - Exp: Jul 2101,Driver's License: W40APUD3 - Exp: Jan 2100,"Residence (val:3/size:19): 15 East Maple Street - Apartment 1502, Baxter Center, Dumphrey - 00000","Brown 2017 Mercedes-Benz S-Class - Sedan, Convertible, Coupe - TI6 9857","Bank Account (371800750): $18,770.84",,Single,,,[],[],Michael Robert Green (2043 -  ),Alison Amber Green (2048 - 2100),,Unemployed,0,[],[],[],"[P62bf, Pf87f]",True,Micah Green and Ali Green,True,True,False,Late Young Adult,Renee Diane Green,Dicey Green,Ms.,F,Female,19.1,128 lbs,"5' 9""",2061 -  ,O+
P4ea6,Male,Anthony,Jason,Phillips,,544-02-4496,Heterosexual,38,1,2061-02-06,05:40 PM,2100-01-01,Black,Frizzy,Brown,70.0,138.5,AOdD,Tells everyone how much he/she paid for something,"Optimistic, Maticulous, Idealistic",Complex,"Hidebound, Sadistic, Tactless",(341) 109-9523,Personal: aphillips26@kmail.com,Passport: S19076143 - Exp: Oct 2103,Driver's License: R84YDZZ6 - Exp: Jul 2101,"Residence (val:3/size:19): 15 East Maple Street - Apartment 502, Baxter Center, Dumphrey - 00000",White 2001 GMC Safari Cargo - Van/Minivan - 2X BE596,"Bank Account (514162284): $21,576.89","Animal(name='Rocky', animal_type='Cat', breed='American Wirehair', age=3, gender='Female')",Married,Mary Susan Phillips (2072 -  ),,[P980a],"[P335d, P4e78]",James Phillips (2047 -  ),Andrea Victoria Phillips (2057 -  ),,Unemployed,0,[],[],[],"[P1b6d, Peb2d, P9165, P980a, P335d, P4e78]",False,James Phillips and Andrea Phillips,True,True,False,Late Young Adult (Deceased),Anthony Jason Phillips,Anthony Phillips,Mr.,M,Female,19.9,138 lbs,"5' 10""",2061 - 2100,A+
P335d,Male,Carl,Andrew,Phillips,Drew,491-74-3003,Heterosexual,36,1,2063-09-19,06:06 PM,,Brown,Straight,Brown,69.4,164.8,BBDD,"Uses phrases like ""did you know that?""","Athletic, Polished, Masculine  (Manly)",Breezy,"Hidebound, Destructive, Easily Discouraged",(549) 792-3583,Personal: cphillips63@kmail.com,Passport: R26392626 - Exp: Sep 2107,Driver's License: X73WZTH0 - Exp: Oct 2100,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 303, Baxter Center, Dumphrey - 00000",,"Bank Account (889265501): $8,097.67","Animal(name='Dory', animal_type='Dog', breed='Sporting Lucas Terrier', age=0, gender='Male')",Married,Elizabeth Phillips (2066 -  ),,[P3251],"[P4ea6, P4e78]",James Phillips (2047 -  ),Andrea Victoria Phillips (2057 -  ),,Unemployed,0,[],[],[],"[P1b6d, Peb2d, P0b55, P3251, P4ea6, P4e78]",True,James Phillips and Andrea Phillips,True,True,False,Late Young Adult,Carl Andrew Phillips,Drew Phillips,Mr.,M,Female,24.1,165 lbs,"5' 9""",2063 -  ,B+
P4e78,Male,Sean,,Phillips,,270-96-7148,Heterosexual,39,1,2060-05-24,01:20 AM,2100-01-01,Brown,Touseled,Brown,67.4,182.2,BBdD,Has unkempt hair,"Exciting, Companionly, Undogmatic",Noncommittal,"Tactless, Unappreciative, Ridiculous",(646) 625-1373,Personal: seanphillips60@yakoo.com,Passport: I84806387 - Exp: Dec 2107,Driver's License: J73OVMR2 - Exp: Aug 2105,"Residence (val:2/size:4): 45 Greenaway Road - Apartment 309, Baxter Center, Dumphrey - 00000","White 2000 Pontiac Grand Am - Sedan, Coupe - XQN 506","Bank Account (236669631): $32,279.59",,Single,,,[],"[P4ea6, P335d]",James Phillips (2047 -  ),Andrea Victoria Phillips (2057 -  ),,Unemployed,0,[],[],[],"[P1b6d, Peb2d, P4ea6, P335d]",False,James Phillips and Andrea Phillips,True,True,False,Late Young Adult (Deceased),Sean Phillips,Sean Phillips,Mr.,M,Female,28.2,182 lbs,"5' 7""",2060 - 2100,B+
Ped84,Male,Kevin,,Phillips,Kev,164-99-7492,Homosexual,36,1,2063-01-10,01:42 AM,,Brown,Touseled,Brown,69.8,163.6,BBDD,Wears expensive name-brand clothing/shoes,"Winning, Undogmatic, Punctual",Smooth,"Sordid, Vindictive, Oppressed",(424) 551-0034,Personal: kevinphillips110@yakoo.com,Passport: T03441122 - Exp: Sep 2107,Driver's License: O26CNMF7 - Exp: Jul 2107,"Residence (val:3/size:19): 15 East Maple Street - Apartment 1204, Baxter Center, Dumphrey - 00000",Silver 2015 Lincoln MKX - SUV - HYL 841,Bank Account (032212138): $6.43,,Married,Daniel Jonathan Gomez (2068 -  ),,"[P9bff, Pc0e3]",[Pfd4f],Sandra Diane Phillips (2046 -  ),Lisa Brenda Osborne (2060 -  ),,Unemployed,0,[],[],[],"[Pe3a9, P0f61, P4bf8, P9bff, Pc0e3, Pfd4f]",True,Dian Phillips and Lisa Osborne,True,True,False,Late Young Adult,Kevin Phillips,Kev Phillips,Mr.,M,Male,23.6,164 lbs,"5' 10""",2063 -  ,B+
Pfd4f,Female,Sandra,Terry,Phillips,,585-52-5421,Heterosexual,38,1,2061-01-27,09:06 AM,,Brown,Touseled,Blue,66.4,146.2,AOdD,Foot kicking slightly,"Sweet, Polished, Understanding",Chummy,"Unself-critical, Calculating, Disorderly",(151) 974-1081,Personal: sphillips127@kmail.com,Passport: X08621198 - Exp: Apr 2106,Driver's License: B99KSHP3 - Exp: Feb 2102,"Residence (val:3/size:19): 15 East Maple Street - Apartment 206, Baxter Center, Dumphrey - 00000",,Bank Account (473788579): $4.02,,Single,,,[],[Ped84],Sandra Diane Phillips (2046 -  ),Lisa Brenda Osborne (2060 -  ),,Unemployed,0,[],[],[],"[Pe3a9, P0f61, Ped84]",True,Dian Phillips and Lisa Osborne,True,True,False,Late Young Adult,Sandra Terry Phillips,Sandra Phillips,Ms.,F,Male,23.3,146 lbs,"5' 6""",2061 -  ,A+
P2121,Female,Hannah,Pam,Gomez,Nanny,019-76-2406,Heterosexual,20,1,2079-07-03,04:41 AM,,Black,Flowing,Hazel,69.9,147.9,BADd,Has unkempt hair,"Well-rounded, Curious, Persuasive",Quiet,"Profligate, Unrealistic, Insecure",(791) 720-3024,Personal: hgomez@yakoo.com,Passport: N36332615 - Exp: Jan 2105,Driver's License: L97MYNG2 - Exp: Jan 2104,"Residence (val:1/size:4): 46 Cantor Street - Apartment 301, Baxter Center, Dumphrey - 00000",,"Bank Account (918552975): $10,570.10","Animal(name='Cookie', animal_type='Cat', breed='American Wirehair', age=15, gender='Male')",Single,,,[],[P4bf8],Christopher Jonathon Gomez (2042 -  ),Cristian Bobby Lewis (2046 -  ),,Unemployed,0,[],[],[],"[P481b, Pcec0, P4bf8]",True,Jonny Gomez and Bob Lewis,True,True,False,Early Young Adult,Hannah Pam Gomez,Nanny Gomez,Ms.,F,Male,21.3,148 lbs,"5' 10""",2079 -  ,B+
P4bf8,Male,Daniel,Jonathan,Gomez,,702-44-3106,Homosexual,31,1,2068-06-19,09:20 AM,,Black,Spiky,Brown,70.9,146.1,BAdD,Knees knocking,"Magnanimous, Stable, Generous",Unhurried,"Agonizing, Brittle, Plodding",(294) 535-8251,Personal: danielgomez@yakoo.com,Passport: Z86233727 - Exp: Aug 2102,Driver's License: Q10SKXB8 - Exp: Mar 2105,"Residence (val:3/size:19): 15 East Maple Street - Apartment 1204, Baxter Center, Dumphrey - 00000",White 2017 FIAT 500c - Convertible - 182T,"Bank Account (387246013): $13,755.53","Animal(name='Kitty', animal_type='Cat', breed='Cymric', age=2, gender='Male')",Married,Kevin Phillips (2063 -  ),,"[P9bff, Pc0e3]",[P2121],Christopher Jonathon Gomez (2042 -  ),Cristian Bobby Lewis (2046 -  ),,Unemployed,0,[],[],[],"[P481b, Pcec0, Ped84, P9bff, Pc0e3, P2121]",True,Jonny Gomez and Bob Lewis,True,True,False,Late Young Adult,Daniel Jonathan Gomez,Daniel Gomez,Mr.,M,Male,20.4,146 lbs,"5' 11""",2068 -  ,B+
Pbe8e,Female,Emily,Crystal,Key,Stal,438-09-3776,Heterosexual,34,1,2065-03-10,12:05 AM,,Blonde,Unkempt,Blue,67.8,124.6,BODD,Enjoys sappy love songs played on the radio,"Incisive, Farsighted, Felicific",Frugal,"Vulnerable, Rigid, Conventional",(276) 834-1693,Personal: ekey@kmail.com,Passport: H14611132 - Exp: Nov 2106,Driver's License: V84GWXL9 - Exp: Apr 2104,"Residence (val:1/size:4): 46 Cantor Street - Apartment 202, Baxter Center, Dumphrey - 00000","Gray 1994 Chevrolet Caprice Classic - Sedan, Wagon - 285 CAQ","Bank Account (543618344): $2,500.80","Animal(name='Coraline', animal_type='Fish', breed='African Cichlid', age=5, gender='Female')",Single,,,[],[],Jessica Michelle Key (2048 -  ),Wayne Garcia (2054 -  ),,Unemployed,0,[],[],[],"[Pea56, P007c]",True,Mickey Key and Wayne Garcia,True,True,False,Late Young Adult,Emily Crystal Key,Stal Key,Ms.,F,Male,19.1,125 lbs,"5' 8""",2065 -  ,B+
Pfab8,Female,Angela,Amanda,Brown,Angie,450-39-9234,Homosexual,39,1,2060-06-05,03:00 PM,,Brown,Touseled,Brown,65.4,141.3,AODd,Clasps and unclasps fingers together,"Protean, Genuine, Colorful",Irreligious,"Complaintive, Well-meaning, Prejudiced",(181) 128-3053,Personal: abrown65@kcloud.com,Passport: O54261944 - Exp: Oct 2101,Driver's License: E79UKOA1 - Exp: Mar 2100,"Residence (val:4/size:4): 19 East Alder Street, Baxter Center, Dumphrey - 00000",Gold 2019 Lincoln Continental - Sedan - 49MN154,"Bank Account (988650007): $5,165.60",,Single,,,[],[P22b6],Angela Monica Brown (2059 -  ),Justin Brown (2047 -  ),,Unemployed,0,[],[],[],"[Pf0b0, P3ee5, P22b6]",True,Angela Brown and Juston Brown,True,True,False,Late Young Adult,Angela Amanda Brown,Angie Brown,Ms.,F,Female,23.2,141 lbs,"5' 5""",2060 -  ,A+
P22b6,Male,Thomas,,Brown,,168-98-4796,Bisexual,34,1,2065-05-17,06:20 AM,,White,Spiky,Green,70.7,157.5,AODd,Wears clothing with sarcastic sayings,"Honorable, Companionly, Understanding",Artful,"Demanding, Grand, Gullible",(406) 811-6484,Personal: thomasbrown517@kmail.com,Passport: V71111171 - Exp: Jun 2100,Driver's License: H81TCHN7 - Exp: Sep 2100,"Residence (val:3/size:2): 3A East Larch Street - Apartment B8, Baxter Center, Dumphrey - 00000",Black 2017 GMC Yukon XL - SUV - 8QE 185,"Bank Account (795407188): $20,220.00",,Single,,,[],[Pfab8],Angela Monica Brown (2059 -  ),Justin Brown (2047 -  ),,Unemployed,0,[],[],[],"[Pf0b0, P3ee5, Pfab8]",True,Angela Brown and Juston Brown,True,True,False,Late Young Adult,Thomas Brown,Thomas Brown,Mr.,M,Female,22.2,158 lbs,"5' 11""",2065 -  ,A+
Pb586,Female,Marisa,Theresa,Wheeler,Tess,054-66-7335,Homosexual,36,1,2063-02-22,08:29 PM,,Brown,Curly,Hazel,65.6,140.4,BADD,Picks at cuticles and skin around the fingernails,"Dignified, Cultured, Allocentric",Noncommittal,"Unreflective, Presumptuous, Melancholic",(858) 523-0293,Personal: wheeler764@kmail.com,Passport: V12646142 - Exp: Oct 2100,Driver's License: O04MUOA3 - Exp: Nov 2107,"Residence (val:3/size:2): 16 West Larch Street, Baxter Center, Dumphrey - 00000",,"Bank Account (758736701): $13,475.79","Animal(name='Daisy', animal_type='Cat', breed='British Shorthair', age=13, gender='Female')",Married,Maria Elizabeth Wheeler (2063 - 2100),,[],[],Sabrina Kristie Wheeler (2048 -  ),Christopher James Wheeler (2055 -  ),,Unemployed,0,[],[],[],"[P1be7, Pf076, P33d2]",True,Brina Wheeler and Christopher Wheeler,True,True,False,Late Young Adult,Marisa Theresa Wheeler,Tess Wheeler,Mrs.,F,Female,22.9,140 lbs,"5' 6""",2063 -  ,B+
P2d82,Male,Michael,Jared,Calhoun,Mike,468-26-0315,Heterosexual,31,1,2068-11-01,05:08 PM,,Brown,Spiky,Hazel,72.6,167.6,OOdd,Avoids looking at self in the mirror,"Courageous, Faithful, Methodical",Aggressive,"Fatalistic, Disobedient, Plodding",(342) 375-0322,Personal: mcalhoun68@kmail.com,Passport: T15359262 - Exp: Jan 2101,Driver's License: W43PHRK8 - Exp: Sep 2099,"Residence (val:2/size:4): 60 Denville Road - Apartment 1007, Baxter Center, Dumphrey - 00000",Black 2013 Cadillac Escalade - SUV - BDP-9613,"Bank Account (538435834): $28,556.34",,Married,Laura Lauren Calhoun (2064 -  ),,"[P875b, P03d5]",[Pb2a7],Amber Haley Calhoun (2054 -  ),Jose David Wilson (2049 -  ),,Unemployed,0,[],[],[],"[Pe1ec, P32e0, Pe4f2, P875b, P03d5, Pb2a7]",True,Amber Calhoun and Dave Wilson,True,True,False,Late Young Adult,Michael Jared Calhoun,Mike Calhoun,Mr.,M,Female,22.4,168 lbs,"6' 1""",2068 -  ,O-
Pb2a7,Male,Russell,Charles,Calhoun,,309-24-5228,Homosexual,30,1,2069-06-30,08:33 AM,,Black,Flowing,Hazel,73.5,153.7,OODd,Whistles while walking,"Wise, Cooperative, Moderate",Casual,"Resentful, Hedonistic, Steely",(983) 410-4648,Personal: russellcalhoun69@hokmail.com,Passport: A61094682 - Exp: Feb 2100,Driver's License: O71KJGP6 - Exp: May 2105,"Residence (val:1/size:4): 46 Cantor Street - Apartment 405, Baxter Center, Dumphrey - 00000",Gray 1999 Dodge Ram Van 2500 - Van/Minivan - 931-MMN,"Bank Account (957230973): $25,293.34",,Single,,,[],[P2d82],Amber Haley Calhoun (2054 -  ),Jose David Wilson (2049 -  ),,Unemployed,0,[],[],[],"[Pe1ec, P32e0, P2d82]",True,Amber Calhoun and Dave Wilson,True,True,False,Late Young Adult,Russell Charles Calhoun,Russell Calhoun,Mr.,M,Male,20.0,154 lbs,"6' 2""",2069 -  ,O+
Pe842,Female,Lisa,Lisa,Wilson,Liz,477-03-6987,Heterosexual,26,1,2073-02-23,11:58 AM,,Black,Touseled,Brown,64.9,149.1,OOdd,Scrambles around frantically,"Elegant, Sociable, Rational",Restrained,"Negativistic, Cautious, Phlegmatic",(779) 807-9413,Personal: lisawilson732@hokmail.com,Passport: E45532016 - Exp: Apr 2103,Driver's License: K62KDYO5 - Exp: Mar 2105,"Residence (val:2/size:4): 27 East Larch Street - Apartment 304, Baxter Center, Dumphrey - 00000",Black 2011 Land Rover LR4 - SUV - 67N O24,Bank Account (850363851): $4.64,"Animal(name='Comet', animal_type='Dog', breed='Lancashire Heeler', age=12, gender='Male')",Single,,,[],[P33d2],David Justin Wilson (2056 -  ),Jessica Angela Wilson (2056 - 2099),,Unemployed,0,[],[],[],"[P73b2, Pfa13, P33d2]",True,Davey Wilson and Jessica Wilson,True,True,False,Early Young Adult,Lisa Lisa Wilson,Liz Wilson,Ms.,F,Male,24.9,149 lbs,"5' 5""",2073 -  ,O-
P33d2,Female,Maria,Elizabeth,Wheeler,,438-10-4123,Homosexual,36,1,2063-10-01,06:49 PM,2100-01-01,Brown,Curly,Brown,63.8,171.3,OOdd,Constantly checks phone,"Colorful, Providential, Perfectionist",Noncommittal,"Insensitive, Amoral, Pedantic",(439) 265-1372,Personal: mwilson63@yakoo.com,Passport: U25553941 - Exp: Mar 2104,Driver's License: V37RWYL2 - Exp: Mar 2102,"Residence (val:3/size:2): 16 West Larch Street, Baxter Center, Dumphrey - 00000",White 1998 GMC Suburban 1500 - SUV - 277GEC,"Bank Account (987768155): $3,569.06","Animal(name='Ernie', animal_type='Dog', breed='Otterhound', age=1, gender='Female')",Married,Marisa Theresa Wheeler (2063 -  ),Wilson,[],[Pe842],David Justin Wilson (2056 -  ),Jessica Angela Wilson (2056 - 2099),,Unemployed,0,[],[],[],"[P73b2, Pfa13, Pb586, Pe842]",False,Davey Wilson and Jessica Wilson,True,True,False,Late Young Adult (Deceased),Maria Elizabeth Wheeler,Maria Wheeler,Mrs.,F,Female,29.6,171 lbs,"5' 4""",2063 - 2100,O-
P796b,Female,Jeanne,Kristine,Bryant,Crissy,567-28-2725,Heterosexual,25,1,2074-03-22,03:07 PM,,Brown,Curly,Brown,67.6,139.0,BOdD,Whispers into another's ear often,"Popular, Colorful, Loyal",Deceptive,"Asocial, Fanatical, Prim",(691) 408-8884,Personal: jbryant@yakoo.com,Passport: T31204168 - Exp: Sep 2108,Driver's License: L25RHKW9 - Exp: Feb 2098,"Residence (val:3/size:19): 15 East Maple Street - Apartment 1103, Baxter Center, Dumphrey - 00000",Gray 1992 Acura Vigor - Sedan - ES1 S0K,Bank Account (030718588): $12.22,,Single,,,[],[],Mikayla Bryant (2051 -  ),Christopher Jesse Bryant (2047 - 2100),,Unemployed,0,[],[],[],"[P019a, Pa5af]",True,Mikayla Bryant and Chris Bryant,True,True,False,Early Young Adult,Jeanne Kristine Bryant,Crissy Bryant,Ms.,F,Male,21.4,139 lbs,"5' 8""",2074 -  ,B+
P478e,Female,Sarah,,Bryant,,732-64-3942,Heterosexual,18,0,2081-10-03,08:09 PM,,Blonde,Unkempt,Brown,60.7,132.6,BBDD,Pats/fixes hair constantly,"Considerate, Dignified, Dramatic",Questioning,"Ignorant, Petty, Suspicious",(881) 878-4218,Personal: sarahbryant@kmail.com,Passport: K04977016 - Exp: Mar 2104,Driver's License: G11HRKK8 - Exp: Jul 2104,"Residence (val:3/size:2): 3A East Larch Street - Apartment D16, Baxter Center, Dumphrey - 00000",,Bank Account (739189383): $12.43,"Animal(name='Baxter', animal_type='Dog', breed='Chow Chow', age=11, gender='Male')",Single,,,[],"[P0971, Pf4e9]",Elizabeth Michelle Bryant (2077 -  ),Jonathon Daniel Bryant (2076 -  ),,Unemployed,0,[],[],[],"[P9ff6, Pc5c3, P0971, Pf4e9]",True,Lib Bryant and Jonathon Bryant,True,True,False,Late Teen,Sarah Bryant,Sarah Bryant,Ms.,F,Male,25.3,133 lbs,"5' 1""",2081 -  ,B+
P0971,Male,James,Benjamin,Bryant,,097-62-9627,Unknown,3,0,2096-09-17,03:38 AM,,Black,Unkempt,Grey,68.8,184.9,BBDD,,,,,,,,,,,,,,,,[],"[P478e, Pf4e9]",Elizabeth Michelle Bryant (2077 -  ),Jonathon Daniel Bryant (2076 -  ),,,,,,,"[P9ff6, Pc5c3, P478e, Pf4e9]",True,Lib Bryant and Jonathon Bryant,False,False,False,Toddler,James Benjamin Bryant,James Bryant,Mr.,M,Female,27.5,185 lbs,"5' 9""",2096 -  ,B+
Pf4e9,Female,Stephanie,Jill,Bryant,,231-26-2962,Unknown,7,0,2092-05-28,05:46 PM,,Black,Spiky,Green,66.5,144.8,OBDD,,,,,,,,,,,,,,,,[],"[P478e, P0971]",Elizabeth Michelle Bryant (2077 -  ),Jonathon Daniel Bryant (2076 -  ),,,,,,,"[P9ff6, Pc5c3, P478e, P0971]",True,Lib Bryant and Jonathon Bryant,False,False,False,Early Childhood,Stephanie Jill Bryant,Stephanie Bryant,Ms.,F,Male,23.0,145 lbs,"5' 6""",2092 -  ,O+
P980a,Female,Kristine,Melissa,Phillips,Mel,217-17-0987,Unknown,7,0,2092-08-07,12:40 AM,,Blonde,Straight,Brown,72.5,144.7,OADD,,,,,,,,,,,,,,,,[],[],Mary Susan Phillips (2072 -  ),Anthony Jason Phillips (2061 - 2100),,,,,,,"[P9165, P4ea6]",True,Hannah Phillips and Anthony Phillips,False,False,False,Early Childhood,Kristine Melissa Phillips,Mel Phillips,Ms.,F,Male,19.4,145 lbs,"6' 0""",2092 -  ,O+
P3251,Male,Drew,Robert,Phillips,Bill,758-02-9976,Unknown,-1,0,2100-11-16,08:30 PM,,Black,Wavy,Amber,71.4,189.9,BODD,,,,,,,,,,,,,,,,[],[],Carl Andrew Phillips (2063 -  ),Elizabeth Phillips (2066 -  ),,,,,,,"[P335d, P0b55]",True,Drew Phillips and Liza Phillips,False,False,False,,Drew Robert Phillips,Bill Phillips,Mr.,M,Female,26.2,190 lbs,"5' 11""",2100 -  ,B+
P9bff,Male,George,Logan,Gomez,,399-31-4187,Unknown,12,0,2087-01-21,04:07 PM,,Blonde,Wavy,Hazel,60.6,169.6,ABDD,,,,,,,,,,,,,,,,[],[Pc0e3],Daniel Jonathan Gomez (2068 -  ),Kevin Phillips (2063 -  ),,,,,,,"[P4bf8, Ped84, Pc0e3]",True,Daniel Gomez and Kev Phillips,False,False,False,Early Teen,George Logan Gomez,George Gomez,Mr.,M,Female,32.5,170 lbs,"5' 1""",2087 -  ,AB+
